MESA_CAL_20,ECI,SP15
MESA_CAL_20,ECI,SP15
MESA_CAL_20,ECI,SP15
MESA_CAL_20,ECI,SP15
MISSION_20,ECI,SP15
MISSION_20,ECI,SP15
MISSION_20,ECI,SP15
MISSION_20,ECI,SP15
MISSION_20,ECI,SP15
MISSION_20,ECI,SP15
MISSION_20,SDGE,SP15
MISSION_20,MISC,SP15
MESA_CAL_20,SCEC,SP15
MESA_CAL_20,SCEC,SP15
MESA_CAL_20,RESI,SP15
MESA_CAL_20,RESI,SP15
MESA_CAL_20,RESI,SP15
MESA_CAL_20,RESI,SP15
MESA_CAL_20,RESI,SP15
MC_CALL_20,PGEC,NP15
HUMBOLDT_20,PGEC,NP15
PITSBURG_20,PGEC,NP15
MIDWAY_20,PGEC,ZP26
MIDWAY_20,PGEC,ZP26
MC_CALL_20,MISC,NP15
MC_CALL_20,PGEC,NP15
PITSBURG_20,PGEC,NP15
TESLA_20,PGEC,NP15
TESLA_20,WAPA,NP15
ROUND_MT_20,PGEC,NP15
ROUND_MT_20,PGEC,NP15
PITSBURG_20,PGEC,NP15
MC_CALL_20,MISC,NP15
MC_CALL_20,PGEC,NP15
MIDWAY_20,PGEC,ZP26
FULTON_20,PGEC,NP15
MC_CALL_20,MISC,NP15
PITSBURG_20,PGEC,NP15
FULTON_20,PGEC,NP15
FULTON_20,CPCO,NP15
FULTON_20,CPCO,NP15
FULTON_20,CPCO,NP15
FULTON_20,CPCO,NP15
FULTON_20,CPCO,NP15
FULTON_20,CPCO,NP15
FULTON_20,CPCO,NP15
FULTON_20,CPCO,NP15
PITSBURG_20,CPCO,NP15
PITSBURG_20,PGEC,NP15
MESA_CAL_20,PASA,SP15
MESA_CAL_20,PASA,SP15
MESA_CAL_20,SCEC,SP15
MESA_CAL_20,SCEC,SP15
MESA_CAL_20,SCEC,SP15
ROUND_MT_20,PGEC,NP15
TESLA_20,PGEC,NP15
TESLA_20,PGEC,NP15
MIDWAY_20,PGEC,ZP26
TESLA_20,PGEC,NP15
SANMATEO_20,PGEC,NP15
PITSBURG_20,PGEC,NP15
PITSBURG_20,PGEC,NP15
PITSBURG_20,PGEC,NP15
PITSBURG_20,PGEC,NP15
PITSBURG_20,PGEC,NP15
PITSBURG_20,PGEC,NP15
MC_CALL_20,PGEC,NP15
FULTON_20,CPCO,NP15
FULTON_20,CPCO,NP15
FULTON_20,CPCO,NP15
MC_CALL_20,PGEC,NP15
SUMMIT_20,PGEC,NP15
MC_CALL_20,MISC,NP15
MESA_CAL_20,SCEC,SP15
MESA_CAL_20,SCEC,SP15
ROUND_MT_20,PGEC,NP15
ROUND_MT_20,PGEC,NP15
ROUND_MT_20,PGEC,NP15
ROUND_MT_20,PGEC,NP15
ROUND_MT_20,PGEC,NP15
ROUND_MT_20,PGEC,NP15
ROUND_MT_20,PGEC,NP15
SUMMIT_20,PGEC,NP15
MC_CALL_20,PGEC,NP15
MC_CALL_20,PGEC,NP15
MC_CALL_20,PGEC,NP15
MESA_CAL_20,TEK,SP15
MESA_CAL_20,TEK,SP15
MESA_CAL_20,TEK,SP15
MESA_CAL_20,TEK,SP15
ROUND_MT_20,PGEC,NP15
MESA_CAL_20,WESC,SP15
MESA_CAL_20,WESC,SP15
MESA_CAL_20,WESC,SP15
TESLA_20,CCSF,NP15
TESLA_20,CCSF,NP15
ROUND_MT_20,PGEC,NP15
HUMBOLDT_20,PGEC,NP15
HUMBOLDT_20,PGEC,NP15
HUMBOLDT_20,PGEC,NP15
POTRERO_20,PGEC,NP15
POTRERO_20,PGEC,NP15
ROUND_MT_20,CDWR,NP15
MESA_CAL_20,SCEC,SP15
PITSBURG_20,SMUD,NP15
MESA_CAL_20,MISC,SP15
MESA_CAL_20,MISC,SP15
MESA_CAL_20,MISC,SP15
FULTON_20,PGEC,NP15
ROUND_MT_20,PGEC,NP15
TESLA_20,PGEC,NP15
TESLA_20,PGEC,NP15
TESLA_20,SMUD,NP15
TESLA_20,SMUD,NP15
ROUND_MT_20,PGEC,NP15
TESLA_20,SMUD,NP15
MC_CALL_20,PGEC,NP15
PITSBURG_20,PGEC,NP15
TESLA_20,PGEC,NP15
ROUND_MT_20,PGEC,NP15
MISSION_20,ECI,SP15
MISSION_20,ECI,SP15
MISSION_20,ECI,SP15
HUMBOLDT_20,PGEC,NP15
ROUND_MT_20,PGEC,NP15
MC_CALL_20,PGEC,NP15
MC_CALL_20,PGEC,NP15
MC_CALL_20,PGEC,NP15
MC_CALL_20,PGEC,NP15
MIDWAY_20,PGEC,ZP26
MIDWAY_20,PGEC,ZP26
MESA_CAL_20,SCEC,SP15
MESA_CAL_20,SCEC,SP15
ROUND_MT_20,WAPA,NP15
MC_CALL_20,PGEC,NP15
TESLA_20,CPCO,NP15
MC_CALL_20,PGEC,NP15
MC_CALL_20,PGEC,NP15
TESLA_20,CCSF,NP15
TESLA_20,CCSF,NP15
TESLA_20,CCSF,NP15
MIDWAY_20,PGEC,ZP26
MISSION_20,SDGE,SP15
MESA_CAL_20,SCEC,SP15
MESA_CAL_20,SCEC,SP15
MISSION_20,MISC,SP15
MISSION_20,MISC,SP15
PITSBURG_20,PGEC,NP15
MESA_CAL_20,ECI,SP15
MESA_CAL_20,ECI,SP15
PITSBURG_20,PGEC,NP15
MESA_CAL_20,SCEC,SP15
MIDWAY_20,PGEC,ZP26
TESLA_20,NCPA,NP15
TESLA_20,SMUD,NP15
PITSBURG_20,CPCO,NP15
MIDWAY_20,PGEC,ZP26
MESA_CAL_20,SCEC,SP15
MESA_CAL_20,SCEC,SP15
MC_CALL_20,MISC,NP15
ROUND_MT_20,PGEC,NP15
PITSBURG_20,PGEC,NP15
MESA_CAL_20,SCEC,SP15
TESLA_20,SMUD,NP15
MC_CALL_20,PGEC,NP15
MC_CALL_20,PGEC,NP15
TESLA_20,PGEC,NP15
MC_CALL_20,PGEC,NP15
MC_CALL_20,PGEC,NP15
MESA_CAL_20,SCEC,SP15
TESLA_20,PGEC,NP15
MIDWAY_20,PGEC,ZP26
MIDWAY_20,PGEC,ZP26
HUMBOLDT_20,PGEC,NP15
MIDWAY_20,PGEC,ZP26
MESA_CAL_20,RESI,SP15
MESA_CAL_20,RESI,SP15
MESA_CAL_20,RESI,SP15
SANMATEO_20,PGEC,NP15
MESA_CAL_20,SCEC,SP15
TESLA_20,CCSF,NP15
TESLA_20,PGEC,NP15
MESA_CAL_20,SCEC,SP15
HOOVER_20,SCEC,SP15
HOOVER_20,SCEC,SP15
MESA_CAL_20,CDWR,SP15
MESA_CAL_20,SCEC,SP15
TESLA_20,PGEC,NP15
FULTON_20,PGEC,NP15
MESA_CAL_20,SCEC,SP15
MIDWAY_20,DETM,ZP26
MIDWAY_20,DETM,ZP26
MIDWAY_20,DETM,ZP26
MIDWAY_20,DETM,ZP26
TESLA_20,DETM,NP15
TESLA_20,DETM,NP15
PITSBURG_20,PGEC,NP15
MISSION_20,ECI,SP15
MISSION_20,SDGE,SP15
MISSION_20,SDGE,SP15
MISSION_20,SDGE,SP15
ROUND_MT_20,PGEC,NP15
MIDWAY_20,PGEC,ZP26
ROUND_MT_20,PGEC,NP15
MISSION_20,SDGE,SP15
TESLA_20,PGEC,NP15
TESLA_20,PGEC,NP15
TESLA_20,PGEC,NP15
MIDWAY_20,PGEC,ZP26
MESA_CAL_20,SCEC,SP15
FULTON_20,NCPA,NP15
FULTON_20,NCPA,NP15
FULTON_20,NCPA,NP15
FULTON_20,NCPA,NP15
TESLA_20,WAPA,NP15
MISSION_20,SDGE,SP15
MISSION_20,SDGE,SP15
TESLA_20,PGEC,NP15
SUMMIT_20,PGEC,NP15
PITSBURG_20,DETM,NP15
MIDWAY_20,PGEC,ZP26
MISSION_20,ECI,SP15
MESA_CAL_20,SCEC,SP15
TESLA_20,PGEC,NP15
TESLA_20,PGEC,NP15
MESA_CAL_20,SCEC,SP15
TESLA_20,PGEC,NP15
MESA_CAL_20,RESI,SP15
MESA_CAL_20,RESI,SP15
ROUND_MT_20,PGEC,NP15
MISSION_20,SDGE,SP15
MESA_CAL_20,SCEC,SP15
TESLA_20,PGEC,NP15
MESA_CAL_20,SCEC,SP15
HUMBOLDT_20,PGEC,NP15
ROUND_MT_20,PGEC,NP15
MESA_CAL_20,SCEC,SP15
MESA_CAL_20,SCEC,SP15
SANMATEO_20,PGEC,NP15
MESA_CAL_20,SCEC,SP15
MC_CALL_20,MISC,NP15
MC_CALL_20,MISC,NP15
TESLA_20,PGEC,NP15
TESLA_20,PGEC,NP15
MC_CALL_20,CDWR,NP15
ROUND_MT_20,PGEC,NP15
ROUND_MT_20,PGEC,NP15
ROUND_MT_20,PGEC,NP15
ROUND_MT_20,PGEC,NP15
ROUND_MT_20,PGEC,NP15
ROUND_MT_20,PGEC,NP15
ROUND_MT_20,PGEC,NP15
ROUND_MT_20,PGEC,NP15
ROUND_MT_20,PGEC,NP15
ROUND_MT_20,PGEC,NP15
PITSBURG_20,SCEM,NP15
PITSBURG_20,SCEM,NP15
PITSBURG_20,SCEM,NP15
PITSBURG_20,SCEM,NP15
PITSBURG_20,SCEM,NP15
PITSBURG_20,SCEM,NP15
PITSBURG_20,SCEM,NP15
SUMMIT_20,PGEC,NP15
SUMMIT_20,PGEC,NP15
TESLA_20,PGEC,NP15
ROUND_MT_20,PGEC,NP15
ROUND_MT_20,PGEC,NP15
POTRERO_20,SCEM,NP15
POTRERO_20,SCEM,NP15
POTRERO_20,SCEM,NP15
POTRERO_20,SCEM,NP15
FULTON_20,PGEC,NP15
MESA_CAL_20,SCEC,SP15
TESLA_20,SMUD,NP15
MESA_CAL_20,SCEC,SP15
MISSION_20,SDGE,SP15
MISSION_20,SDGE,SP15
MESA_CAL_20,SCEC,SP15
TESLA_20,PGEC,NP15
ROUND_MT_20,PGEC,NP15
ROUND_MT_20,PGEC,NP15
MESA_CAL_20,SCEC,SP15
MESA_CAL_20,SCEC,SP15
MESA_CAL_20,SCEC,SP15
ROUND_MT_20,MISC,NP15
MESA_CAL_20,WESC,SP15
MESA_CAL_20,WESC,SP15
MESA_CAL_20,WESC,SP15
MESA_CAL_20,WESC,SP15
MESA_CAL_20,SCEC,SP15
MIDWAY_20,PGEC,ZP26
TESLA_20,PGEC,NP15
MC_CALL_20,PGEC,NP15
TESLA_20,SMUD,NP15
TESLA_20,PGEC,NP15
TESLA_20,NCPA,NP15
TESLA_20,NCPA,NP15
SANMATEO_20,PGEC,NP15
TESLA_20,PGEC,NP15
TESLA_20,PGEC,NP15
MISSION_20,SDGE,SP15
TESLA_20,PGEC,NP15
FULTON_20,PGEC,NP15
MESA_CAL_20,SCEC,SP15
TESLA_20,PGEC,NP15
MESA_CAL_20,SCEC,SP15
MESA_CAL_20,SCEC,SP15
MESA_CAL_20,SCEC,SP15
MESA_CAL_20,TEK,SP15
MESA_CAL_20,TEK,SP15
HOOVER_20,SCEC,SP15
MESA_CAL_20,MISC,SP15
MESA_CAL_20,MISC,SP15
PITSBURG_20,PGEC,NP15
MESA_CAL_20,SCEC,SP15
MESA_CAL_20,SCEC,SP15
MC_CALL_20,PGEC,NP15
ROUND_MT_20,WAPA,NP15
MIDWAY_20,PGEC,ZP26
PITSBURG_20,PGEC,NP15
MIDWAY_20,PGEC,ZP26
TESLA_20,PGEC,NP15
TESLA_20,CDWR,NP15
ROUND_MT_20,PGEC,NP15
MIDWAY_20,PGEC,ZP26
ROUND_MT_20,PGEC,NP15
MESA_CAL_20,SCEC,SP15
TESLA_20,PGEC,NP15
MISSION_20,SDGE,SP15
FULTON_20,CPCO,NP15
MESA_CAL_20,SCEC,SP15
TESLA_20,PGEC,NP15
MISSION_20,DETM,SP15
MISSION_20,DETM,SP15
MISSION_20,DETM,SP15
MISSION_20,DETM,SP15
MISSION_20,DETM,SP15
TESLA_20,MISC,NP15
MESA_CAL_20,SCEC,SP15
MESA_CAL_20,SCEC,SP15
FULTON_20,PGEC,NP15
ROUND_MT_20,PGEC,NP15
SUMMIT_20,PGEC,NP15
ROUND_MT_20,PGEC,NP15
TESLA_20,PGEC,NP15
TESLA_20,NCPA,NP15
ROUND_MT_20,PGEC,NP15
TESLA_20,PGEC,NP15
ROUND_MT_20,WAPA,NP15
MESA_CAL_20,SCEC,SP15
MESA_CAL_20,PGEC,SP15
MESA_CAL_20,SCEC,SP15
ROUND_MT_20,PGEC,NP15
TESLA_20,SMUD,NP15
TESLA_20,PGEC,NP15
PITSBURG_20,PGEC,NP15
TESLA_20,NCPA,NP15
TESLA_20,PGEC,NP15
PITSBURG_20,PGEC,NP15
TESLA_20,PGEC,NP15
MESA_CAL_20,SCEC,SP15
MESA_CAL_20,SCEC,SP15
MESA_CAL_20,SCEC,SP15
MESA_CAL_20,SCEC,SP15
MESA_CAL_20,SCEC,SP15
TESLA_20,PGEC,NP15
MIDWAY_20,SCEC,ZP26
MIDWAY_20,MDSC,ZP26
TESLA_20,CPCO,NP15
MESA_CAL_20,SCEC,SP15
MIDWAY_20,PGEC,ZP26
ROUND_MT_20,PGEC,NP15
MIDWAY_20,PGEC,ZP26
MESA_CAL_20,SCEC,SP15
MESA_CAL_20,SCEC,SP15
TESLA_20,PGEC,NP15
TESLA_20,PGEC,NP15
TESLA_20,PGEC,NP15
TESLA_20,PGEC,NP15
ROUND_MT_20,PGEC,NP15
ROUND_MT_20,WAPA,NP15
TESLA_20,PGEC,NP15
MIDWAY_20,PGEC,ZP26
MIDWAY_20,PGEC,ZP26
TESLA_20,UCDMC,NP15
MIDWAY_20,PGEC,ZP26
HUMBOLDT_20,PGEC,NP15
TESLA_20,PGEC,NP15
MESA_CAL_20,SCEC,SP15
PITSBURG_20,PGEC,NP15
TESLA_20,SMUD,NP15
MESA_CAL_20,MISC,SP15
PITSBURG_20,PGEC,NP15
POTRERO_20,PGEC,NP15
MIDWAY_20,PGEC,ZP26
MISSION_20,SDGE,SP15
TESLA_20,PGEC,NP15
TESLA_20,PGEC,NP15
PITSBURG_20,PGEC,NP15
PITSBURG_20,PGEC,NP15
PITSBURG_20,PGEC,NP15
MESA_CAL_20,SCEC,SP15
MESA_CAL_20,SCEC,SP15
MESA_CAL_20,SCEC,SP15
MESA_CAL_20,SCEC,SP15
ROUND_MT_20,PGEC,NP15
FULTON_20,PGEC,NP15
TESLA_20,PGEC,NP15
MESA_CAL_20,SCEC,SP15
MESA_CAL_20,SCEC,SP15
MESA_CAL_20,CDWR,SP15
TESLA_20,PGEC,NP15
FULTON_20,PGEC,NP15
ROUND_MT_20,PGEC,NP15
TESLA_20,PGEC,NP15
TESLA_20,PGEC,NP15
MIDWAY_20,PGEC,ZP26
TESLA_20,PGEC,NP15
TESLA_20,SMUD,NP15
TESLA_20,SMUD,NP15
MESA_CAL_20,SCEC,SP15
SUMMIT_20,PGEC,NP15
MC_CALL_20,PGEC,NP15
ROUND_MT_20,PGEC,NP15
PITSBURG_20,PGEC,NP15
TESLA_20,PGEC,NP15
ROUND_MT_20,PGEC,NP15
MESA_CAL_20,SCEC,SP15
FULTON_20,PGEC,NP15
TESLA_20,PGEC,NP15
TESLA_20,PGEC,NP15
TESLA_20,MISC,NP15
TESLA_20,MISC,NP15
