,Node,Time,Value
0,TTYh,1,35.74375
1,TTYh,2,35.743750000000006
2,TTYh,3,35.74374999999999
3,TTYh,4,35.74375
4,TTYh,5,35.74375
5,TTYh,6,35.74374999999999
6,TTYh,7,35.74374999999999
7,TTYh,8,35.74375
8,TTYh,9,35.74374999999999
9,TTYh,10,35.74375
10,TTYh,11,35.74375000000001
11,TTYh,12,35.74374999999999
12,TTYh,13,35.74375
13,TTYh,14,35.74375
14,TTYh,15,35.743750000000006
15,TTYh,16,35.74374999999999
16,TTYh,17,35.74375
17,TTYh,18,35.74375000000001
18,TTYh,19,35.74374999999999
19,TTYh,20,35.74374999999999
20,TTYh,21,35.74375
21,TTYh,22,35.74375000000001
22,TTYh,23,35.743750000000006
23,TTYh,24,35.74375000000001
24,LRCh,1,126.83925
25,LRCh,2,126.83925
26,LRCh,3,126.83925
27,LRCh,4,126.83925
28,LRCh,5,126.83924999999999
29,LRCh,6,126.83925
30,LRCh,7,126.83925
31,LRCh,8,126.83924999999999
32,LRCh,9,126.83925
33,LRCh,10,126.83924999999999
34,LRCh,11,126.83925000000002
35,LRCh,12,126.83925
36,LRCh,13,126.83924999999999
37,LRCh,14,126.83924999999999
38,LRCh,15,126.83925
39,LRCh,16,126.83925
40,LRCh,17,126.83924999999999
41,LRCh,18,126.83925000000002
42,LRCh,19,126.83925
43,LRCh,20,126.83925
44,LRCh,21,126.83924999999999
45,LRCh,22,126.83925000000002
46,LRCh,23,126.83925
47,LRCh,24,126.83925000000002
48,ATYh,1,12.857000000000001
49,ATYh,2,12.85700000000001
50,ATYh,3,12.857
51,ATYh,4,12.857000000000001
52,ATYh,5,12.857000000000001
53,ATYh,6,12.856999999999996
54,ATYh,7,12.856999999999996
55,ATYh,8,12.857000000000003
56,ATYh,9,12.856999999999996
57,ATYh,10,12.857000000000003
58,ATYh,11,12.857000000000001
59,ATYh,12,12.856999999999996
60,ATYh,13,12.857000000000003
61,ATYh,14,12.857000000000003
62,ATYh,15,12.85700000000001
63,ATYh,16,12.856999999999996
64,ATYh,17,12.857000000000003
65,ATYh,18,12.857000000000001
66,ATYh,19,12.856999999999996
67,ATYh,20,12.856999999999996
68,ATYh,21,12.857000000000003
69,ATYh,22,12.857000000000001
70,ATYh,23,12.85700000000001
71,ATYh,24,12.857000000000001
72,KIR1h,1,8.041
73,KIR1h,2,8.041
74,KIR1h,3,8.041
75,KIR1h,4,8.041
76,KIR1h,5,8.041
77,KIR1h,6,8.041
78,KIR1h,7,8.041
79,KIR1h,8,8.041
80,KIR1h,9,8.041
81,KIR1h,10,8.041
82,KIR1h,11,8.041
83,KIR1h,12,8.041
84,KIR1h,13,8.041
85,KIR1h,14,8.041
86,KIR1h,15,8.041
87,KIR1h,16,8.041
88,KIR1h,17,8.041
89,KIR1h,18,8.041
90,KIR1h,19,8.041
91,KIR1h,20,8.041
92,KIR1h,21,8.041
93,KIR1h,22,8.041
94,KIR1h,23,8.041
95,KIR1h,24,8.041
96,KIR3h,1,0.0
97,KIR3h,2,0.0
98,KIR3h,3,0.0
99,KIR3h,4,0.0
100,KIR3h,5,0.0
101,KIR3h,6,0.0
102,KIR3h,7,0.0
103,KIR3h,8,0.0
104,KIR3h,9,0.0
105,KIR3h,10,0.0
106,KIR3h,11,0.0
107,KIR3h,12,0.0
108,KIR3h,13,0.0
109,KIR3h,14,0.0
110,KIR3h,15,0.0
111,KIR3h,16,0.0
112,KIR3h,17,0.0
113,KIR3h,18,0.0
114,KIR3h,19,0.0
115,KIR3h,20,0.0
116,KIR3h,21,0.0
117,KIR3h,22,0.0
118,KIR3h,23,0.0
119,KIR3h,24,0.0
120,KMCh,1,16.8775
121,KMCh,2,16.8775
122,KMCh,3,16.8775
123,KMCh,4,16.8775
124,KMCh,5,16.8775
125,KMCh,6,16.8775
126,KMCh,7,16.8775
127,KMCh,8,16.8775
128,KMCh,9,16.8775
129,KMCh,10,16.8775
130,KMCh,11,16.8775
131,KMCh,12,16.8775
132,KMCh,13,16.8775
133,KMCh,14,16.8775
134,KMCh,15,16.8775
135,KMCh,16,16.8775
136,KMCh,17,16.8775
137,KMCh,18,16.8775
138,KMCh,19,16.8775
139,KMCh,20,16.8775
140,KMCh,21,16.8775
141,KMCh,22,16.8775
142,KMCh,23,16.8775
143,KMCh,24,16.8775
144,TTYh,25,34.141999999999996
145,TTYh,26,34.141999999999996
146,TTYh,27,34.142
147,TTYh,28,34.14200000000001
148,TTYh,29,34.141999999999996
149,TTYh,30,34.141999999999996
150,TTYh,31,34.141999999999996
151,TTYh,32,34.142
152,TTYh,33,34.14200000000001
153,TTYh,34,34.141999999999996
154,TTYh,35,34.141999999999996
155,TTYh,36,34.141999999999996
156,TTYh,37,34.142
157,TTYh,38,34.14200000000001
158,TTYh,39,34.141999999999996
159,TTYh,40,34.141999999999996
160,TTYh,41,34.142
161,TTYh,42,34.141999999999996
162,TTYh,43,34.141999999999996
163,TTYh,44,34.141999999999996
164,TTYh,45,34.141999999999996
165,TTYh,46,34.142
166,TTYh,47,34.141999999999996
167,TTYh,48,34.141999999999996
168,LRCh,25,125.80725000000001
169,LRCh,26,125.80724999999998
170,LRCh,27,125.80725000000001
171,LRCh,28,125.80725
172,LRCh,29,125.80725000000001
173,LRCh,30,125.80725000000001
174,LRCh,31,125.80724999999998
175,LRCh,32,125.80725000000001
176,LRCh,33,125.80725
177,LRCh,34,125.80725000000001
178,LRCh,35,125.80725000000001
179,LRCh,36,125.80724999999998
180,LRCh,37,125.80725000000001
181,LRCh,38,125.80725
182,LRCh,39,125.80725000000001
183,LRCh,40,125.80725000000001
184,LRCh,41,125.80725000000001
185,LRCh,42,125.80725000000001
186,LRCh,43,125.80725
187,LRCh,44,125.80725000000001
188,LRCh,45,125.80725000000001
189,LRCh,46,125.80725000000001
190,LRCh,47,125.80725000000001
191,LRCh,48,125.80725
